federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2019-10-18,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,B,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,E,Emergency Preparedness Deficiencies,0015,New,Address subsistence needs for staff and patients.,C,"Deficient, Provider has date of correction",2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,Waiver has been granted,2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Egress Deficiencies,0252,New,Provide at least two remote exits on each floor or fire section of the building.,B,Waiver has been granted,2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Smoke Deficiencies,0374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,B,Waiver has been granted,2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2018-06-26,Fire Safety,K,Miscellaneous Deficiencies,0712,New,Have simulated fire drills held at unexpected times.,C,"Deficient, Provider has date of correction",2018-08-24,2,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Egress Deficiencies,0252,New,Provide at least two remote exits on each floor or fire section of the building.,B,Waiver has been granted,2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Egress Deficiencies,0281,New,Install proper backup exit lighting.,C,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",E,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Smoke Deficiencies,0374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,E,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,B,Waiver has been granted,2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,Miscellaneous Deficiencies,0781,New,Have restrictions on the use of portable space heaters.,D,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0911,New,Meet other general requirements that are deficient.,D,"Deficient, Provider has date of correction",2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0915,New,Have proper power supply for life support equipment.,B,Waiver has been granted,2017-05-08,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2019-04-22,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2019-06-14,2,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2017-09-29,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2017-11-24,3,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2017-09-29,Fire Safety,K,Smoke Deficiencies,0352,New,Properly install and monitor supervisory attachments on automatic sprinkler systems.,D,"Deficient, Provider has date of correction",2017-11-24,3,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2017-09-29,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,D,"Deficient, Provider has date of correction",2017-11-24,3,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2017-09-29,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0915,New,Have proper power supply for life support equipment.,B,Waiver has been granted,2017-11-24,3,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-11-20,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,"Deficient, Provider has plan of correction",2021-01-15,1,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-11-20,Fire Safety,K,Smoke Deficiencies,0324,New,Provide properly protected cooking facilities.,E,"Deficient, Provider has date of correction",2021-01-15,1,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-11-20,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0916,New,Have a battery powered remote alarm panel in a location accessible by operating personnel.,E,"Deficient, Provider has date of correction",2021-01-15,1,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,"Deficient, Provider has date of correction",2019-05-08,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",2019-05-08,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,D,"Deficient, Provider has date of correction",2019-05-08,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2019-05-08,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",2019-05-08,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,Waiver has been granted,2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Fire Safety,K,Smoke Deficiencies,0374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",C,"Deficient, Provider has date of correction",2021-08-17,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",2021-08-17,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2018-07-17,Fire Safety,E,Emergency Preparedness Deficiencies,0024,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",2018-09-17,3,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2018-07-17,Fire Safety,E,Emergency Preparedness Deficiencies,0026,New,Establish roles under a Waiver declared by secretary.,C,"Deficient, Provider has date of correction",2018-09-17,3,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2018-07-17,Fire Safety,E,Emergency Preparedness Deficiencies,0039,New,Conduct testing and exercise requirements.,C,"Deficient, Provider has date of correction",2018-09-17,3,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2019-10-17,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,C,"Deficient, Provider has date of correction",2019-12-13,1,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2019-10-17,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2019-12-13,1,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2019-10-17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0915,New,Have proper power supply for life support equipment.,E,"Deficient, Provider has date of correction",2019-12-13,1,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2019-10-17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0918,New,Have generator or other power source capable of supplying service within 10 seconds.,E,"Deficient, Provider has date of correction",2019-12-13,1,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-08,Fire Safety,E,Emergency Preparedness Deficiencies,0029,New,Develop a communication plan.,C,"Deficient, Provider has date of correction",2018-08-06,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-08,Fire Safety,K,Smoke Deficiencies,0355,New,"Properly select, install, inspect, or maintain portable fire extinguishes.",E,"Deficient, Provider has date of correction",2018-08-06,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-08,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,C,"Deficient, Provider has date of correction",2018-08-06,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-08,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0915,New,Have proper power supply for life support equipment.,E,"Deficient, Provider has date of correction",2018-08-06,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",E,"Deficient, Provider has date of correction",2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Fire Safety,K,Smoke Deficiencies,0325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,B,Waiver has been granted,2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Fire Safety,K,Smoke Deficiencies,0363,New,Install corridor and hallway doors that block smoke.,E,"Deficient, Provider has date of correction",2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
